Barangay,Year,Month,Cases
Santisima Trinidad,2023,January,0
Santo Cristo,2023,January,0
Santo Niño,2023,January,0
Santo Rosario,2023,January,1
Santor,2023,January,3
Sumapang Bata,2023,January,1
Sumapang Matanda,2023,January,2
Taal,2023,January,0
Tikay,2023,January,2
Anilao,2023,February,0
Atlag,2023,February,1
Babatnin,2023,February,0
Bagna,2023,February,0
Bagong Bayan,2023,February,3
Balayong,2023,February,0
Balite,2023,February,0
Bangkal,2023,February,1
Barihan,2023,February,0
Bulihan,2023,February,2
Bungahan,2023,February,0
Caingin,2023,February,0
Calero,2023,February,0
Caliligawan,2023,February,0
Canalate,2023,February,0
Caniogan,2023,February,0
Catmon,2023,February,0
Cofradia,2023,February,0
Dakila,2023,February,1
Guinhawa,2023,February,0
Liang,2023,February,0
Ligas,2023,February,0
Longos,2023,February,0
Look 1St,2023,February,0
Look 2Nd,2023,February,0
Lugam,2023,February,1
Mabolo,2023,February,0
Mambog,2023,February,0
Masile,2023,February,0
Matimbo,2023,February,0
Mojon,2023,February,2
Namayan,2023,February,0
Niugan,2023,February,0
Pamarawan,2023,February,0
Panasahan,2023,February,0
Pinagbakahan,2023,February,1
San Agustin,2023,February,0
San Gabriel,2023,February,0
San Juan,2023,February,0
San Pablo,2023,February,0
San Vicente,2023,February,0
Santiago,2023,February,0
Santisima Trinidad,2023,February,0
Santo Cristo,2023,February,0
Santo Niño,2023,February,0
Santo Rosario,2023,February,0
Santor,2023,February,0
Sumapang Bata,2023,February,0
Sumapang Matanda,2023,February,1
Taal,2023,February,0
Tikay,2023,February,2
Anilao,2023,March,1
Atlag,2023,March,0
Babatnin,2023,March,0
Bagna,2023,March,0
Bagong Bayan,2023,March,0
Balayong,2023,March,1
Balite,2023,March,0
Bangkal,2023,March,2
Barihan,2023,March,0
Bulihan,2023,March,1
Bungahan,2023,March,0
Caingin,2023,March,0
Calero,2023,March,0
Caliligawan,2023,March,0
Canalate,2023,March,0
Caniogan,2023,March,0
Catmon,2023,March,1
Cofradia,2023,March,0
Dakila,2023,March,0
Guinhawa,2023,March,0
Liang,2023,March,0
Ligas,2023,March,0
Longos,2023,March,2
Look 1St,2023,March,1
Look 2Nd,2023,March,0
Lugam,2023,March,0
Mabolo,2023,March,0
Mambog,2023,March,0
Masile,2023,March,0
Matimbo,2023,March,0
Mojon,2023,March,1
Namayan,2023,March,0
Niugan,2023,March,0
Pamarawan,2023,March,1
Panasahan,2023,March,1
Pinagbakahan,2023,March,0
San Agustin,2023,March,0
San Gabriel,2023,March,0
San Juan,2023,March,0
San Pablo,2023,March,0
San Vicente,2023,March,0
Santiago,2023,March,0
Santisima Trinidad,2023,March,1
Santo Cristo,2023,March,1
Santo Niño,2023,March,0
Santo Rosario,2023,March,1
Santor,2023,March,0
Sumapang Bata,2023,March,1
Sumapang Matanda,2023,March,0
Taal,2023,March,0
Tikay,2023,March,0
Anilao,2023,April,0
Atlag,2023,April,0
Babatnin,2023,April,0
Bagna,2023,April,0
Bagong Bayan,2023,April,0
Balayong,2023,April,0
Balite,2023,April,0
Bangkal,2023,April,0
Barihan,2023,April,0
Bulihan,2023,April,0
Bungahan,2023,April,0
Caingin,2023,April,0
Calero,2023,April,0
Caliligawan,2023,April,0
Canalate,2023,April,0
Caniogan,2023,April,0
Catmon,2023,April,0
Cofradia,2023,April,0
Dakila,2023,April,0
Guinhawa,2023,April,0
Liang,2023,April,0
Ligas,2023,April,0
Longos,2023,April,0
Look 1St,2023,April,0
Look 2Nd,2023,April,0
Lugam,2023,April,0
Mabolo,2023,April,0
Mambog,2023,April,0
Masile,2023,April,0
Matimbo,2023,April,0
Mojon,2023,April,0
Namayan,2023,April,0
Niugan,2023,April,0
Pamarawan,2023,April,0
Panasahan,2023,April,0
Pinagbakahan,2023,April,0
San Agustin,2023,April,0
San Gabriel,2023,April,0
San Juan,2023,April,0
San Pablo,2023,April,0
San Vicente,2023,April,0
Santiago,2023,April,0
Santisima Trinidad,2023,April,0
Santo Cristo,2023,April,0
Santo Niño,2023,April,0
Santo Rosario,2023,April,1
Santor,2023,April,0
Sumapang Bata,2023,April,0
Sumapang Matanda,2023,April,0
Taal,2023,April,0
Tikay,2023,April,0
Anilao,2023,May,0
Atlag,2023,May,0
Babatnin,2023,May,0
Bagna,2023,May,0
Bagong Bayan,2023,May,0
Balayong,2023,May,0
Balite,2023,May,0
Bangkal,2023,May,0
Barihan,2023,May,0
Bulihan,2023,May,1
Bungahan,2023,May,0
Caingin,2023,May,0
Calero,2023,May,0
Caliligawan,2023,May,0
Canalate,2023,May,0
Caniogan,2023,May,0
Catmon,2023,May,0
Cofradia,2023,May,0
Dakila,2023,May,0
Guinhawa,2023,May,0
Liang,2023,May,0
Ligas,2023,May,0
Longos,2023,May,2
Look 1St,2023,May,1
Look 2Nd,2023,May,0
Lugam,2023,May,0
Mabolo,2023,May,0
Mambog,2023,May,0
Masile,2023,May,0
Matimbo,2023,May,2
Mojon,2023,May,0
Namayan,2023,May,0
Niugan,2023,May,0
Pamarawan,2023,May,0
Panasahan,2023,May,0
Pinagbakahan,2023,May,1
San Agustin,2023,May,0
San Gabriel,2023,May,0
San Juan,2023,May,0
San Pablo,2023,May,1
San Vicente,2023,May,0
Santiago,2023,May,0
Santisima Trinidad,2023,May,0
Santo Cristo,2023,May,1
Santo Niño,2023,May,0
Santo Rosario,2023,May,0
Santor,2023,May,0
Sumapang Bata,2023,May,0
Sumapang Matanda,2023,May,0
Taal,2023,May,0
Tikay,2023,May,2
Anilao,2023,June,0
Atlag,2023,June,1
Babatnin,2023,June,0
Bagna,2023,June,0
Bagong Bayan,2023,June,2
Balayong,2023,June,0
Balite,2023,June,0
Bangkal,2023,June,0
Barihan,2023,June,1
Bulihan,2023,June,0
Bungahan,2023,June,2
Caingin,2023,June,0
Calero,2023,June,0
Caliligawan,2023,June,0
Canalate,2023,June,0
Caniogan,2023,June,0
Catmon,2023,June,2
Cofradia,2023,June,0
Dakila,2023,June,0
Guinhawa,2023,June,0
Liang,2023,June,0
Ligas,2023,June,0
Longos,2023,June,1
Look 1St,2023,June,2
Look 2Nd,2023,June,0
Lugam,2023,June,0
Mabolo,2023,June,0
Mambog,2023,June,0
Masile,2023,June,0
Matimbo,2023,June,5
Mojon,2023,June,1
Namayan,2023,June,0
Niugan,2023,June,0
Pamarawan,2023,June,0
Panasahan,2023,June,1
Pinagbakahan,2023,June,3
San Agustin,2023,June,0
San Gabriel,2023,June,0
San Juan,2023,June,0
San Pablo,2023,June,0
San Vicente,2023,June,0
Santiago,2023,June,0
Santisima Trinidad,2023,June,0
Santo Cristo,2023,June,1
Santo Niño,2023,June,0
Santo Rosario,2023,June,1
Santor,2023,June,1
Sumapang Bata,2023,June,0
Sumapang Matanda,2023,June,1
Taal,2023,June,1
Tikay,2023,June,3
Anilao,2023,July,0
Atlag,2023,July,0
Babatnin,2023,July,0
Bagna,2023,July,0
Bagong Bayan,2023,July,0
Balayong,2023,July,0
Balite,2023,July,0
Bangkal,2023,July,0
Barihan,2023,July,2
Bulihan,2023,July,1
Bungahan,2023,July,1
Caingin,2023,July,0
Calero,2023,July,0
Caliligawan,2023,July,0
Canalate,2023,July,0
Caniogan,2023,July,0
Catmon,2023,July,0
Cofradia,2023,July,0
Dakila,2023,July,1
Guinhawa,2023,July,0
Liang,2023,July,0
Ligas,2023,July,1
Longos,2023,July,3
Look 1St,2023,July,0
Look 2Nd,2023,July,0
Lugam,2023,July,0
Mabolo,2023,July,0
Mambog,2023,July,0
Masile,2023,July,0
Matimbo,2023,July,4
Mojon,2023,July,0
Namayan,2023,July,0
Niugan,2023,July,0
Pamarawan,2023,July,0
Panasahan,2023,July,0
Pinagbakahan,2023,July,0
San Agustin,2023,July,0
San Gabriel,2023,July,0
San Juan,2023,July,0
San Pablo,2023,July,0
San Vicente,2023,July,0
Santiago,2023,July,0
Santisima Trinidad,2023,July,0
Santo Cristo,2023,July,0
Santo Niño,2023,July,0
Santo Rosario,2023,July,0
Santor,2023,July,0
Sumapang Bata,2023,July,0
Sumapang Matanda,2023,July,0
Taal,2023,July,0
Tikay,2023,July,2
Anilao,2023,August,0
Atlag,2023,August,0
Babatnin,2023,August,0
Bagna,2023,August,1
Bagong Bayan,2023,August,0
Balayong,2023,August,0
Balite,2023,August,0
Bangkal,2023,August,0
Barihan,2023,August,0
Bulihan,2023,August,0
Bungahan,2023,August,0
Caingin,2023,August,0
Calero,2023,August,0
Caliligawan,2023,August,0
Canalate,2023,August,0
Caniogan,2023,August,0
Catmon,2023,August,0
Cofradia,2023,August,0
Dakila,2023,August,1
Guinhawa,2023,August,0
Liang,2023,August,0
Ligas,2023,August,0
Longos,2023,August,1
Look 1St,2023,August,3
Look 2Nd,2023,August,0
Lugam,2023,August,1
Mabolo,2023,August,1
Mambog,2023,August,0
Masile,2023,August,0
Matimbo,2023,August,2
Mojon,2023,August,3
Namayan,2023,August,0
Niugan,2023,August,0
Pamarawan,2023,August,0
Panasahan,2023,August,3
Pinagbakahan,2023,August,1
San Agustin,2023,August,0
San Gabriel,2023,August,0
San Juan,2023,August,0
San Pablo,2023,August,0
San Vicente,2023,August,0
Santiago,2023,August,0
Santisima Trinidad,2023,August,0
Santo Cristo,2023,August,0
Santo Niño,2023,August,0
Santo Rosario,2023,August,0
Santor,2023,August,0
Sumapang Bata,2023,August,0
Sumapang Matanda,2023,August,0
Taal,2023,August,0
Tikay,2023,August,2
Anilao,2023,September,0
Atlag,2023,September,0
Babatnin,2023,September,0
Bagna,2023,September,1
Bagong Bayan,2023,September,0
Balayong,2023,September,0
Balite,2023,September,0
Bangkal,2023,September,3
Barihan,2023,September,0
Bulihan,2023,September,0
Bungahan,2023,September,0
Caingin,2023,September,0
Calero,2023,September,1
Caliligawan,2023,September,0
Canalate,2023,September,0
Caniogan,2023,September,0
Catmon,2023,September,1
Cofradia,2023,September,2
Dakila,2023,September,0
Guinhawa,2023,September,0
Liang,2023,September,0
Ligas,2023,September,0
Longos,2023,September,11
Look 1St,2023,September,4
Look 2Nd,2023,September,0
Lugam,2023,September,0
Mabolo,2023,September,1
Mambog,2023,September,0
Masile,2023,September,0
Matimbo,2023,September,0
Mojon,2023,September,5
Namayan,2023,September,0
Niugan,2023,September,0
Pamarawan,2023,September,0
Panasahan,2023,September,0
Pinagbakahan,2023,September,1
San Agustin,2023,September,0
San Gabriel,2023,September,0
San Juan,2023,September,0
San Pablo,2023,September,0
San Vicente,2023,September,0
Santiago,2023,September,0
Santisima Trinidad,2023,September,1
Santo Cristo,2023,September,0
Santo Niño,2023,September,0
Santo Rosario,2023,September,2
Santor,2023,September,1
Sumapang Bata,2023,September,0
Sumapang Matanda,2023,September,1
Taal,2023,September,0
Tikay,2023,September,3
Anilao,2023,October,0
Atlag,2023,October,0
Babatnin,2023,October,1
Bagna,2023,October,0
Bagong Bayan,2023,October,0
Balayong,2023,October,1
Balite,2023,October,1
Bangkal,2023,October,0
Barihan,2023,October,0
Bulihan,2023,October,6
Bungahan,2023,October,0
Caingin,2023,October,0
Calero,2023,October,0
Caliligawan,2023,October,1
Canalate,2023,October,0
Caniogan,2023,October,0
Catmon,2023,October,0
Cofradia,2023,October,0
Dakila,2023,October,0
Guinhawa,2023,October,2
Liang,2023,October,0
Ligas,2023,October,0
Longos,2023,October,4
Look 1St,2023,October,0
Look 2Nd,2023,October,0
Lugam,2023,October,2
Mabolo,2023,October,2
Mambog,2023,October,0
Masile,2023,October,0
Matimbo,2023,October,4
Mojon,2023,October,0
Namayan,2023,October,0
Niugan,2023,October,0
Pamarawan,2023,October,5
Panasahan,2023,October,1
Pinagbakahan,2023,October,0
San Agustin,2023,October,0
San Gabriel,2023,October,0
San Juan,2023,October,0
San Pablo,2023,October,2
San Vicente,2023,October,0
Santiago,2023,October,0
Santisima Trinidad,2023,October,0
Santo Cristo,2023,October,1
Santo Niño,2023,October,0
Santo Rosario,2023,October,2
Santor,2023,October,0
Sumapang Bata,2023,October,0
Sumapang Matanda,2023,October,3
Taal,2023,October,0
Tikay,2023,October,6
Anilao,2023,November,1
Atlag,2023,November,0
Babatnin,2023,November,0
Bagna,2023,November,2
Bagong Bayan,2023,November,0
Balayong,2023,November,0
Balite,2023,November,2
Bangkal,2023,November,1
Barihan,2023,November,1
Bulihan,2023,November,5
Bungahan,2023,November,0
Caingin,2023,November,2
Calero,2023,November,0
Caliligawan,2023,November,0
Canalate,2023,November,1
Caniogan,2023,November,0
Catmon,2023,November,1
Cofradia,2023,November,0
Dakila,2023,November,1
Guinhawa,2023,November,0
Liang,2023,November,0
Ligas,2023,November,3
Longos,2023,November,5
Look 1St,2023,November,1
Look 2Nd,2023,November,1
Lugam,2023,November,1
Mabolo,2023,November,4
Mambog,2023,November,1
Masile,2023,November,0
Matimbo,2023,November,7
Mojon,2023,November,5
Namayan,2023,November,1
Niugan,2023,November,0
Pamarawan,2023,November,14
Panasahan,2023,November,4
Pinagbakahan,2023,November,2
San Agustin,2023,November,1
San Gabriel,2023,November,0
San Juan,2023,November,0
San Pablo,2023,November,6
San Vicente,2023,November,0
Santiago,2023,November,0
Santisima Trinidad,2023,November,0
Santo Cristo,2023,November,0
Santo Niño,2023,November,0
Santo Rosario,2023,November,1
Santor,2023,November,1
Sumapang Bata,2023,November,0
Sumapang Matanda,2023,November,4
Taal,2023,November,0
Tikay,2023,November,1
Anilao,2023,December,0
Atlag,2023,December,0
Babatnin,2023,December,0
Bagna,2023,December,0
Bagong Bayan,2023,December,0
Balayong,2023,December,0
Balite,2023,December,0
Bangkal,2023,December,1
Barihan,2023,December,0
Bulihan,2023,December,4
Bungahan,2023,December,0
Caingin,2023,December,2
Calero,2023,December,0
Caliligawan,2023,December,0
Canalate,2023,December,0
Caniogan,2023,December,0
Catmon,2023,December,0
Cofradia,2023,December,0
Dakila,2023,December,1
Guinhawa,2023,December,1
Liang,2023,December,0
Ligas,2023,December,2
Longos,2023,December,6
Look 1St,2023,December,0
Look 2Nd,2023,December,0
Lugam,2023,December,0
Mabolo,2023,December,0
Mambog,2023,December,0
Masile,2023,December,1
Matimbo,2023,December,1
Mojon,2023,December,2
Namayan,2023,December,0
Niugan,2023,December,0
Pamarawan,2023,December,9
Panasahan,2023,December,4
Pinagbakahan,2023,December,0
San Agustin,2023,December,0
San Gabriel,2023,December,0
San Juan,2023,December,0
San Pablo,2023,December,1
San Vicente,2023,December,0
Santiago,2023,December,0
Santisima Trinidad,2023,December,0
Santo Cristo,2023,December,0
Santo Niño,2023,December,0
Santo Rosario,2023,December,0
Santor,2023,December,0
Sumapang Bata,2023,December,0
Sumapang Matanda,2023,December,1
Taal,2023,December,0
Tikay,2023,December,2
Anilao,2024,January,0
Atlag,2024,January,1
Babatnin,2024,January,0
Bagna,2024,January,0
Bagong Bayan,2024,January,0
Balayong,2024,January,0
Balite,2024,January,0
Bangkal,2024,January,1
Barihan,2024,January,1
Bulihan,2024,January,4
Bungahan,2024,January,0
Caingin,2024,January,1
Calero,2024,January,0
Caliligawan,2024,January,0
Canalate,2024,January,0
Caniogan,2024,January,0
Catmon,2024,January,0
Cofradia,2024,January,0
Dakila,2024,January,0
Guinhawa,2024,January,0
Liang,2024,January,0
Ligas,2024,January,1
Longos,2024,January,3
Look 1St,2024,January,0
Look 2Nd,2024,January,0
Lugam,2024,January,0
Mabolo,2024,January,0
Mambog,2024,January,0
Masile,2024,January,6
Matimbo,2024,January,0
Mojon,2024,January,3
Namayan,2024,January,0
Niugan,2024,January,0
Pamarawan,2024,January,12
Panasahan,2024,January,0
Pinagbakahan,2024,January,0
San Agustin,2024,January,1
San Gabriel,2024,January,0
San Juan,2024,January,0
San Pablo,2024,January,1
San Vicente,2024,January,0
Santiago,2024,January,0
Santisima Trinidad,2024,January,1
Santo Cristo,2024,January,0
Santo Niño,2024,January,0
Santo Rosario,2024,January,1
Santor,2024,January,0
Sumapang Bata,2024,January,0
Sumapang Matanda,2024,January,0
Taal,2024,January,1
Tikay,2024,January,4
Anilao,2024,February,0
Atlag,2024,February,0
Babatnin,2024,February,0
Bagna,2024,February,2
Bagong Bayan,2024,February,0
Balayong,2024,February,1
Balite,2024,February,0
Bangkal,2024,February,0
Barihan,2024,February,0
Bulihan,2024,February,2
Bungahan,2024,February,0
Caingin,2024,February,1
Calero,2024,February,0
Caliligawan,2024,February,0
Canalate,2024,February,0
Caniogan,2024,February,2
Catmon,2024,February,0
Cofradia,2024,February,0
Dakila,2024,February,3
Guinhawa,2024,February,0
Liang,2024,February,0
Ligas,2024,February,0
Longos,2024,February,0
Look 1St,2024,February,1
Look 2Nd,2024,February,0
Lugam,2024,February,0
Mabolo,2024,February,0
Mambog,2024,February,0
Masile,2024,February,4
Matimbo,2024,February,1
Mojon,2024,February,0
Namayan,2024,February,0
Niugan,2024,February,1
Pamarawan,2024,February,3
Panasahan,2024,February,0
Pinagbakahan,2024,February,1
San Agustin,2024,February,0
San Gabriel,2024,February,0
San Juan,2024,February,0
San Pablo,2024,February,0
San Vicente,2024,February,0
Santiago,2024,February,0
Santisima Trinidad,2024,February,1
Santo Cristo,2024,February,0
Santo Niño,2024,February,0
Santo Rosario,2024,February,2
Santor,2024,February,0
Sumapang Bata,2024,February,0
Sumapang Matanda,2024,February,1
Taal,2024,February,1
Tikay,2024,February,1
Anilao,2024,March,0
Atlag,2024,March,1
Babatnin,2024,March,2
Bagna,2024,March,0
Bagong Bayan,2024,March,0
Balayong,2024,March,0
Balite,2024,March,0
Bangkal,2024,March,0
Barihan,2024,March,0
Bulihan,2024,March,3
Bungahan,2024,March,0
Caingin,2024,March,0
Calero,2024,March,0
Caliligawan,2024,March,0
Canalate,2024,March,0
Caniogan,2024,March,1
Catmon,2024,March,0
Cofradia,2024,March,0
Dakila,2024,March,0
Guinhawa,2024,March,0
Liang,2024,March,0
Ligas,2024,March,0
Longos,2024,March,1
Look 1St,2024,March,0
Look 2Nd,2024,March,0
Lugam,2024,March,0
Mabolo,2024,March,1
Mambog,2024,March,0
Masile,2024,March,0
Matimbo,2024,March,0
Mojon,2024,March,0
Namayan,2024,March,0
Niugan,2024,March,0
Pamarawan,2024,March,0
Panasahan,2024,March,0
Pinagbakahan,2024,March,0
San Agustin,2024,March,1
San Gabriel,2024,March,0
San Juan,2024,March,0
San Pablo,2024,March,1
San Vicente,2024,March,0
Santiago,2024,March,0
Santisima Trinidad,2024,March,0
Santo Cristo,2024,March,0
Santo Niño,2024,March,0
Santo Rosario,2024,March,1
Santor,2024,March,2
Sumapang Bata,2024,March,0
Sumapang Matanda,2024,March,0
Taal,2024,March,0
Tikay,2024,March,0
Anilao,2024,April,0
Atlag,2024,April,1
Babatnin,2024,April,3
Bagna,2024,April,0
Bagong Bayan,2024,April,0
Balayong,2024,April,0
Balite,2024,April,1
Bangkal,2024,April,0
Barihan,2024,April,0
Bulihan,2024,April,2
Bungahan,2024,April,0
Caingin,2024,April,0
Calero,2024,April,0
Caliligawan,2024,April,0
Canalate,2024,April,0
Caniogan,2024,April,0
Catmon,2024,April,0
Cofradia,2024,April,0
Dakila,2024,April,1
Guinhawa,2024,April,0
Liang,2024,April,0
Ligas,2024,April,2
Longos,2024,April,0
Look 1St,2024,April,0
Look 2Nd,2024,April,0
Lugam,2024,April,0
Mabolo,2024,April,0
Mambog,2024,April,0
Masile,2024,April,0
Matimbo,2024,April,0
Mojon,2024,April,0
Namayan,2024,April,0
Niugan,2024,April,0
Pamarawan,2024,April,0
Panasahan,2024,April,0
Pinagbakahan,2024,April,1
San Agustin,2024,April,0
San Gabriel,2024,April,0
San Juan,2024,April,1
San Pablo,2024,April,0
San Vicente,2024,April,0
Santiago,2024,April,0
Santisima Trinidad,2024,April,0
Santo Cristo,2024,April,0
Santo Niño,2024,April,0
Santo Rosario,2024,April,0
Santor,2024,April,0
Sumapang Bata,2024,April,0
Sumapang Matanda,2024,April,0
Taal,2024,April,0
Tikay,2024,April,3
Anilao,2024,May,0
Atlag,2024,May,0
Babatnin,2024,May,8
Bagna,2024,May,1
Bagong Bayan,2024,May,0
Balayong,2024,May,1
Balite,2024,May,0
Bangkal,2024,May,0
Barihan,2024,May,0
Bulihan,2024,May,0
Bungahan,2024,May,0
Caingin,2024,May,1
Calero,2024,May,0
Caliligawan,2024,May,0
Canalate,2024,May,0
Caniogan,2024,May,0
Catmon,2024,May,0
Cofradia,2024,May,0
Dakila,2024,May,0
Guinhawa,2024,May,0
Liang,2024,May,0
Ligas,2024,May,0
Longos,2024,May,1
Look 1St,2024,May,0
Look 2Nd,2024,May,0
Lugam,2024,May,0
Mabolo,2024,May,0
Mambog,2024,May,0
Masile,2024,May,0
Matimbo,2024,May,0
Mojon,2024,May,0
Namayan,2024,May,2
Niugan,2024,May,0
Pamarawan,2024,May,0
Panasahan,2024,May,0
Pinagbakahan,2024,May,0
San Agustin,2024,May,0
San Gabriel,2024,May,0
San Juan,2024,May,0
San Pablo,2024,May,0
San Vicente,2024,May,0
Santiago,2024,May,0
Santisima Trinidad,2024,May,1
Santo Cristo,2024,May,0
Santo Niño,2024,May,0
Santo Rosario,2024,May,0
Santor,2024,May,0
Sumapang Bata,2024,May,0
Sumapang Matanda,2024,May,0
Taal,2024,May,0
Tikay,2024,May,0
Anilao,2024,June,0
Atlag,2024,June,0
Babatnin,2024,June,16
Bagna,2024,June,0
Bagong Bayan,2024,June,0
Balayong,2024,June,0
Balite,2024,June,0
Bangkal,2024,June,0
Barihan,2024,June,0
Bulihan,2024,June,1
Bungahan,2024,June,1
Caingin,2024,June,0
Calero,2024,June,0
Caliligawan,2024,June,0
Canalate,2024,June,0
Caniogan,2024,June,0
Catmon,2024,June,1
Cofradia,2024,June,0
Dakila,2024,June,0
Guinhawa,2024,June,0
Liang,2024,June,0
Ligas,2024,June,0
Longos,2024,June,2
Look 1St,2024,June,0
Look 2Nd,2024,June,0
Lugam,2024,June,1
Mabolo,2024,June,3
Mambog,2024,June,0
Masile,2024,June,0
Matimbo,2024,June,0
Mojon,2024,June,3
Namayan,2024,June,0
Niugan,2024,June,0
Pamarawan,2024,June,0
Panasahan,2024,June,1
Pinagbakahan,2024,June,0
San Agustin,2024,June,0
San Gabriel,2024,June,0
San Juan,2024,June,1
San Pablo,2024,June,0
San Vicente,2024,June,0
Santiago,2024,June,0
Santisima Trinidad,2024,June,0
Santo Cristo,2024,June,0
Santo Niño,2024,June,0
Santo Rosario,2024,June,0
Santor,2024,June,0
Sumapang Bata,2024,June,0
Sumapang Matanda,2024,June,0
Taal,2024,June,0
Tikay,2024,June,0
Anilao,2024,July,0
Atlag,2024,July,1
Babatnin,2024,July,17
Bagna,2024,July,0
Bagong Bayan,2024,July,0
Balayong,2024,July,0
Balite,2024,July,0
Bangkal,2024,July,0
Barihan,2024,July,0
Bulihan,2024,July,5
Bungahan,2024,July,0
Caingin,2024,July,0
Calero,2024,July,0
Caliligawan,2024,July,0
Canalate,2024,July,1
Caniogan,2024,July,0
Catmon,2024,July,2
Cofradia,2024,July,0
Dakila,2024,July,3
Guinhawa,2024,July,0
Liang,2024,July,0
Ligas,2024,July,3
Longos,2024,July,13
Look 1St,2024,July,0
Look 2Nd,2024,July,6
Lugam,2024,July,0
Mabolo,2024,July,1
Mambog,2024,July,0
Masile,2024,July,1
Matimbo,2024,July,2
Mojon,2024,July,5
Namayan,2024,July,0
Niugan,2024,July,0
Pamarawan,2024,July,0
Panasahan,2024,July,1
Pinagbakahan,2024,July,3
San Agustin,2024,July,1
San Gabriel,2024,July,3
San Juan,2024,July,0
San Pablo,2024,July,1
San Vicente,2024,July,0
Santiago,2024,July,0
Santisima Trinidad,2024,July,0
Santo Cristo,2024,July,0
Santo Niño,2024,July,0
Santo Rosario,2024,July,2
Santor,2024,July,5
Sumapang Bata,2024,July,0
Sumapang Matanda,2024,July,2
Taal,2024,July,1
Tikay,2024,July,8
Anilao,2024,August,3
Atlag,2024,August,8
Babatnin,2024,August,1
Bagna,2024,August,3
Bagong Bayan,2024,August,0
Balayong,2024,August,3
Balite,2024,August,4
Bangkal,2024,August,5
Barihan,2024,August,0
Bulihan,2024,August,11
Bungahan,2024,August,1
Caingin,2024,August,8
Calero,2024,August,0
Caliligawan,2024,August,1
Canalate,2024,August,0
Caniogan,2024,August,2
Catmon,2024,August,0
Cofradia,2024,August,6
Dakila,2024,August,6
Guinhawa,2024,August,0
Liang,2024,August,0
Ligas,2024,August,9
Longos,2024,August,20
Look 1St,2024,August,3
Look 2Nd,2024,August,4
Lugam,2024,August,2
Mabolo,2024,August,2
Mambog,2024,August,3
Masile,2024,August,19
Matimbo,2024,August,2
Mojon,2024,August,14
Namayan,2024,August,3
Niugan,2024,August,0
Pamarawan,2024,August,0
Panasahan,2024,August,3
Pinagbakahan,2024,August,2
San Agustin,2024,August,0
San Gabriel,2024,August,1
San Juan,2024,August,1
San Pablo,2024,August,2
San Vicente,2024,August,1
Santiago,2024,August,1
Santisima Trinidad,2024,August,0
Santo Cristo,2024,August,1
Santo Niño,2024,August,0
Santo Rosario,2024,August,4
Santor,2024,August,19
Sumapang Bata,2024,August,0
Sumapang Matanda,2024,August,0
Taal,2024,August,2
Tikay,2024,August,4
Anilao,2024,September,4
Atlag,2024,September,1
Babatnin,2024,September,0
Bagna,2024,September,1
Bagong Bayan,2024,September,6
Balayong,2024,September,3
Balite,2024,September,3
Bangkal,2024,September,9
Barihan,2024,September,1
Bulihan,2024,September,4
Bungahan,2024,September,2
Caingin,2024,September,1
Calero,2024,September,0
Caliligawan,2024,September,0
Canalate,2024,September,0
Caniogan,2024,September,4
Catmon,2024,September,2
Cofradia,2024,September,12
Dakila,2024,September,4
Guinhawa,2024,September,0
Liang,2024,September,3
Ligas,2024,September,4
Longos,2024,September,11
Look 1St,2024,September,2
Look 2Nd,2024,September,1
Lugam,2024,September,1
Mabolo,2024,September,5
Mambog,2024,September,0
Masile,2024,September,3
Matimbo,2024,September,5
Mojon,2024,September,13
Namayan,2024,September,2
Niugan,2024,September,2
Pamarawan,2024,September,0
Panasahan,2024,September,2
Pinagbakahan,2024,September,3
San Agustin,2024,September,4
San Gabriel,2024,September,1
San Juan,2024,September,1
San Pablo,2024,September,3
San Vicente,2024,September,1
Santiago,2024,September,0
Santisima Trinidad,2024,September,2
Santo Cristo,2024,September,0
Santo Niño,2024,September,0
Santo Rosario,2024,September,2
Santor,2024,September,9
Sumapang Bata,2024,September,0
Sumapang Matanda,2024,September,3
Taal,2024,September,3
Tikay,2024,September,3
Anilao,2024,October,2
Atlag,2024,October,0
Babatnin,2024,October,1
Bagna,2024,October,3
Bagong Bayan,2024,October,13
Balayong,2024,October,2
Balite,2024,October,2
Bangkal,2024,October,10
Barihan,2024,October,4
Bulihan,2024,October,5
Bungahan,2024,October,1
Caingin,2024,October,1
Calero,2024,October,1
Caliligawan,2024,October,0
Canalate,2024,October,1
Caniogan,2024,October,0
Catmon,2024,October,0
Cofradia,2024,October,14
Dakila,2024,October,2
Guinhawa,2024,October,2
Liang,2024,October,1
Ligas,2024,October,6
Longos,2024,October,8
Look 1St,2024,October,2
Look 2Nd,2024,October,6
Lugam,2024,October,4
Mabolo,2024,October,10
Mambog,2024,October,0
Masile,2024,October,0
Matimbo,2024,October,3
Mojon,2024,October,14
Namayan,2024,October,0
Niugan,2024,October,1
Pamarawan,2024,October,0
Panasahan,2024,October,4
Pinagbakahan,2024,October,5
San Agustin,2024,October,2
San Gabriel,2024,October,0
San Juan,2024,October,1
San Pablo,2024,October,1
San Vicente,2024,October,1
Santiago,2024,October,0
Santisima Trinidad,2024,October,5
Santo Cristo,2024,October,3
Santo Niño,2024,October,1
Santo Rosario,2024,October,0
Santor,2024,October,4
Sumapang Bata,2024,October,0
Sumapang Matanda,2024,October,5
Taal,2024,October,1
Tikay,2024,October,2
Anilao,2024,November,7
